         3006626 function calls (2810665 primitive calls) in 18.466 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.002    0.002 bz2.py:5(<module>)
       52    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 numpy_pickle_compat.py:1(<module>)
        1    0.000    0.000    0.001    0.001 relativedelta.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _factories.py:1(<module>)
        1    0.000    0.000    0.000    0.000 text.py:98(Text)
        1    0.000    0.000    0.000    0.000 collections.py:22(Collection)
       33    0.000    0.000    0.000    0.000 cm.py:40(_reverser)
        1    0.000    0.000    0.000    0.000 transforms.py:252(BboxBase)
       10    0.000    0.000    0.000    0.000 rcsetup.py:235(validate_fonttype)
        1    0.000    0.000    0.000    0.000 fontconfig_pattern.py:30(FontconfigPatternParser)
      257    0.000    0.000    0.000    0.000 hmac.py:10(<genexpr>)
       10    0.000    0.000    0.000    0.000 pathlib.py:384(_wrap_strfunc)
        9    0.000    0.000    0.000    0.000 re.py:324(_subx)
       53    0.000    0.000    0.000    0.000 _weakrefset.py:52(_commit_removals)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:736(exec_module)
        1    0.000    0.000    0.000    0.000 _formlayout.py:56(ColorButton)
        1    0.000    0.000    0.001    0.001 isoparser.py:9(<module>)
        1    0.000    0.000    0.001    0.001 patches.py:2705(ConnectionStyle)
        1    0.000    0.000    0.000    0.000 contour.py:50(ContourLabeler)
        1    0.000    0.000    0.000    0.000 textpath.py:19(TextToPath)
        1    0.000    0.000    0.001    0.001 histograms.py:3(<module>)
       24    0.000    0.000    0.000    0.000 traceback.py:273(__getitem__)
        5    0.000    0.000    0.000    0.000 subprocess.py:1368(_handle_exitstatus)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:32(seterr)
        5    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
       19    0.000    0.000    0.000    0.000 pathlib.py:651(_from_parts)
        1    0.000    0.000    0.000    0.000 __init__.py:231(_sanity_check)
        3    0.000    0.000    0.000    0.000 datetime.py:1389(__new__)
        6    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {built-in method posix.uname}
      151    0.000    0.000    0.000    0.000 my_exceptions.py:109(<lambda>)
        1    0.000    0.000    0.000    0.000 backend_managers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_agg.py:61(RendererAgg)
        1    0.000    0.000    0.000    0.000 tricontour.py:1(<module>)
     12/2    0.000    0.000    0.001    0.000 pyparsing.py:2256(makeOptionalList)
       10    0.000    0.000    0.000    0.000 pyparsing.py:4655(__init__)
       29    0.000    0.000    0.000    0.000 {method 'groupdict' of '_sre.SRE_Match' objects}
        1    0.000    0.000    0.001    0.001 streamplot.py:4(<module>)
        1    0.000    0.000    0.001    0.001 legend_handler.py:25(<module>)
        1    0.000    0.000    0.000    0.000 _factories.py:26(__init__)
        1    0.000    0.000    0.012    0.012 util.py:311(find_library)
        1    0.000    0.000    0.000    0.000 _layoutbox.py:16(<module>)
        1    0.000    0.000    0.002    0.002 path.py:10(<module>)
       42    0.000    0.000    0.000    0.000 pyparsing.py:1555(<genexpr>)
        1    0.000    0.000    0.004    0.004 hashlib.py:54(<module>)
        1    0.000    0.000    0.011    0.011 defmatrix.py:1(<module>)
       22    0.000    0.000    0.000    0.000 pathlib.py:691(__str__)
       31    0.000    0.000    0.003    0.000 contextlib.py:79(__enter__)
        3    0.000    0.000    0.000    0.000 {built-in method _socket.inet_aton}
       53    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        1    0.000    0.000    0.000    0.000 backend_macosx.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _parser.py:300(__init__)
        1    0.000    0.000    0.006    0.006 __init__.py:97(<module>)
        6    0.000    0.000    0.000    0.000 pyparsing.py:5688(<lambda>)
        2    0.000    0.000    0.000    0.000 deprecation.py:374(_make_keyword_only)
        8    0.000    0.000    0.000    0.000 deprecation.py:418(_suppress_matplotlib_deprecation_warning)
        1    0.000    0.000    0.000    0.000 utils.py:133(_get_indent)
        1    0.000    0.000    0.001    0.001 ufunclike.py:5(<module>)
        5    0.000    0.000    0.000    0.000 subprocess.py:1174(_get_handles)
        1    0.000    0.000    0.000    0.000 pathlib.py:602(PurePath)
       51    0.000    0.000    0.000    0.000 multiarray.py:143(concatenate)
        1    0.000    0.000    0.000    0.000 patches.py:2455(FancyBboxPatch)
        1    0.000    0.000    0.000    0.000 socket.py:133(socket)
        2    0.000    0.000    0.000    0.000 pyparsing.py:5312(delimitedList)
        5    0.000    0.000    0.000    0.000 rcsetup.py:487(validate_mathtext_default)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.050    0.050 subprocess.py:315(check_output)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:132(geterr)
      178    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.035    0.035 __init__.py:4(<module>)
        1    0.000    0.000    0.000    0.000 ticker.py:500(ScalarFormatter)
        1    0.000    0.000    0.000    0.000 docstring.py:1(<module>)
       71    0.000    0.000    0.000    0.000 pyparsing.py:2427(leaveWhitespace)
        9    0.000    0.000    0.000    0.000 fontconfig_pattern.py:144(_families)
        4    0.000    0.000    0.000    0.000 function_base.py:2048(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:332(__init__)
        1    0.000    0.000    0.000    0.000 getlimits.py:399(_init)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:67(<genexpr>)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:231(_add_array_type)
        2    0.000    0.000    0.000    0.000 sre_compile.py:381(_bytes_to_codes)
       34    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 context.py:30(BaseContext)
        1    0.000    0.000    0.001    0.001 triinterpolate.py:3(<module>)
        1    0.000    0.000    0.001    0.001 isoparser.py:42(isoparser)
        1    0.000    0.000    0.000    0.000 _parser.py:574(parser)
        1    0.000    0.000    0.000    0.000 backend_bases.py:130(RendererBase)
       12    0.000    0.000    0.000    0.000 rcsetup.py:67(_listify_validator)
  109/105    0.000    0.000    0.001    0.000 __init__.py:270(wrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:24(<module>)
       10    0.000    0.000    0.000    0.000 extras.py:235(__init__)
       10    0.000    0.000    0.000    0.000 extras.py:239(getdoc)
      257    0.000    0.000    0.000    0.000 hmac.py:11(<genexpr>)
        2    0.000    0.000    0.000    0.000 npyio.py:756(_getconv)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:71(_from_ctypes_scalar)
        8    0.000    0.000    0.000    0.000 parse.py:412(urlsplit)
        1    0.000    0.000    0.000    0.000 rrule.py:1110(_iterinfo)
        4    0.000    0.000    0.000    0.000 pyparsing.py:602(__setitem__)
        1    0.000    0.000    0.004    0.004 decimal.py:2(<module>)
        1    0.000    0.000    0.000    0.000 mixins.py:59(NDArrayOperatorsMixin)
       52    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
       78    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.001    0.001 image.py:1273(BboxImage)
        1    0.000    0.000    0.003    0.003 cycler.py:41(<module>)
       11    0.000    0.000    0.000    0.000 six.py:184(find_module)
       15    0.000    0.000    0.000    0.000 pyparsing.py:4844(__str__)
        4    0.000    0.000    0.000    0.000 fontconfig_pattern.py:152(_property)
        1    0.000    0.000    0.000    0.000 _iotools.py:3(<module>)
        1    0.000    0.000    0.010    0.010 __init__.py:71(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:448(open)
        1    0.000    0.000    0.000    0.000 subprocess.py:562(Popen)
       13    0.000    0.000    0.000    0.000 textwrap.py:467(indent)
        8    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.OrderedDict' objects}
       50    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 _secondary_axes.py:1(<module>)
        2    0.000    0.000    0.003    0.002 pyparsing.py:5662(srange)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1860(enablePackrat)
        3    0.000    0.000    0.001    0.000 pyparsing.py:2201(__mul__)
       14    0.000    0.000    0.000    0.000 pyparsing.py:3217(charsAsStr)
       14    0.000    0.000    0.000    0.000 rcsetup.py:192(validate_axisbelow)
       58    0.000    0.000    0.000    0.000 pyparsing.py:642(__bool__)
        1    0.000    0.000    0.000    0.000 __init__.py:1590(LoggerAdapter)
        4    0.000    0.000    0.000    0.000 subprocess.py:766(__exit__)
       18    0.000    0.000    0.000    0.000 os.py:746(decode)
        1    0.000    0.000    0.000    0.000 animation.py:235(MovieWriter)
        1    0.000    0.000    0.001    0.001 csv.py:4(<module>)
        4    0.000    0.000    0.000    0.000 isoparser.py:22(_takes_ascii)
        6    0.000    0.000    0.000    0.000 patches.py:1857(<listcomp>)
      138    0.000    0.000    0.000    0.000 pyparsing.py:1637(postParse)
       66    0.000    0.000    0.000    0.000 pyparsing.py:4029(<genexpr>)
       15    0.000    0.000    0.000    0.000 rcsetup.py:307(<listcomp>)
        1    0.000    0.000    0.001    0.001 runner.py:1(<module>)
        3    0.000    0.000    0.000    0.000 platform.py:1172(_sys_version)
       74    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:1991(timezone)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:94(_add_types)
        1    0.000    0.000    0.341    0.341 kmc_classes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 format.py:163(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:729(RcParams)
        7    0.000    0.000    0.000    0.000 core.py:2555(_arraymethod)
        2    0.000    0.000    0.000    0.000 core.py:2949(_update_from)
       13    0.000    0.000    0.000    0.000 mixins.py:44(_numeric_methods)
        1    0.000    0.000    0.000    0.000 threading.py:738(Thread)
       24    0.000    0.000    0.000    0.000 tokenize.py:148(<listcomp>)
        9    0.000    0.000    0.000    0.000 pathlib.py:385(wrapped)
       20    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.002    0.002 my_exceptions.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _store_backends.py:34(StoreBackendBase)
        1    0.000    0.000    0.000    0.000 <string>:5(CacheItemInfo)
        1    0.000    0.000    0.000    0.000 win.py:8(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2563(NavigationToolbar2)
        1    0.000    0.000    0.000    0.000 colorbar.py:356(ColorbarBase)
        1    0.000    0.000    0.000    0.000 pyplot.py:82(install_repl_displayhook)
       38    0.000    0.000    0.000    0.000 cycler.py:371(<genexpr>)
        4    0.000    0.000    0.000    0.000 pyparsing.py:4633(__init__)
       20    0.000    0.000    0.000    0.000 rcsetup.py:464(validate_fontweight)
        3    0.000    0.000    0.008    0.003 rcsetup.py:976(validate_webagg_address)
        1    0.000    0.000    0.000    0.000 gzip.py:4(<module>)
       13    0.000    0.000    0.000    0.000 __init__.py:1286(debug)
        1    0.000    0.000    0.000    0.000 polynomial.py:1007(poly1d)
        1    0.000    0.000    0.007    0.007 linecache.py:6(<module>)
       75    0.000    0.000    0.000    0.000 signal.py:22(<lambda>)
       13    0.000    0.000    0.000    0.000 _internal.py:827(npy_ctypes_check)
       36    0.000    0.000    0.000    0.000 getlimits.py:39(<lambda>)
        6    0.000    0.000    0.000    0.000 _exceptions.py:17(_display_as_base)
        1    0.000    0.000    0.000    0.000 sre_parse.py:876(parse_template)
        8    0.000    0.000    0.000    0.000 weakref.py:288(update)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:106(_write_atomic)
        3    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        6    0.000    0.000    0.000    0.000 compressor.py:48(register_compressor)
        1    0.000    0.000    0.000    0.000 backend_bases.py:715(GraphicsContextBase)
        1    0.000    0.000    0.000    0.000 patches.py:843(RegularPolygon)
        3    0.000    0.000    0.000    0.000 rcsetup.py:284(validate_toolbar)
       95    0.000    0.000    0.000    0.000 pyparsing.py:285(<genexpr>)
        7    0.000    0.000    0.000    0.000 inspect.py:2518(replace)
       13    0.000    0.000    0.000    0.000 __init__.py:1530(getEffectiveLevel)
        2    0.000    0.000    0.000    0.000 npyio.py:921(<listcomp>)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _exceptions.py:7(<module>)
        9    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
        1    0.000    0.000    0.000    0.000 pathlib.py:382(_NormalAccessor)
        3    0.000    0.000    0.000    0.000 pathlib.py:1241(mkdir)
        1    0.000    0.000    0.000    0.000 pathlib.py:984(Path)
     10/8    0.000    0.000    0.146    0.018 <frozen importlib._bootstrap>:982(_gcd_import)
        1    0.000    0.000    0.000    0.000 _compat.py:3(<module>)
        1    0.000    0.000    0.000    0.000 animation.py:888(Animation)
        1    0.000    0.000    0.000    0.000 geo.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _parser.py:58(_timelex)
        1    0.000    0.000    0.000    0.000 ticker.py:435(OldScalarFormatter)
        1    0.000    0.000    0.000    0.000 transforms.py:721(Bbox)
       89    0.000    0.000    0.000    0.000 docstring.py:99(copy)
       44    0.000    0.000    0.000    0.000 pyparsing.py:4222(<genexpr>)
        2    0.000    0.000    0.000    0.000 __init__.py:560(_get_config_or_cache_dir)
